series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_STUNTN	Children moderately or severely stunted (millions)	1	World	1			Region						Y0T4	under 5 years old	2018	148.0		160.0	137.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global	148,966.9	137,612.7	160,321.0
SH_STA_STUNTN	Children moderately or severely stunted (millions)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y0T4	under 5 years old	2004	28.3					National monitoring of dietary intake and nutritional status of Bulgarian population, 2004. Department of Nutrition and Public Health, National Center of Public Health Protection, Sofia, Bulgaria (and additional analysis).	Age interval 1-5; unadjusted;	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y0T4	under 5 years old	2016	1.0					Myanmar Demographic and Health Survey 2015-16: Final Report. 2016 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global	1,332.7		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y0T4	under 5 years old	2016	1.0					TroisiĂ¨me EnquĂŞte DĂŠmographique et de SantĂŠ. Bujumbura, Burundi 2016-17: ISTEEBU, MSPLS, et ICF (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global	1,063.7		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y0T4	under 5 years old	2005	20.0					Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y0T4	under 5 years old	2014	570.4					Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF International (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y0T4	under 5 years old	2012	507.4					RĂŠpublique AlgĂŠrienne DĂŠmocratiqe et Populaire enquĂŞte par grappes Ă  indicateurs mulitples (MICS) 2012-2013. Rapport final. MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, 2015 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y0T4	under 5 years old	2014	1.0					EnquĂŞte par grappes Ă  indicateurs multiples (MICS5), 2014, Rapport Final. YaoundĂŠ, Cameroun, Institut National de la Statistique (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global	1,166.5		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y0T4	under 5 years old	2012	287.0					Enquete Nationale Sur La Situation Nutritionnelle et la MortalitĂŠ en Republique Centrafricaine, Rapport Finale du 30 Mai au 15 Juillet 2012 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	143	Central Asia	3	142	Asia	Region						Y0T4	under 5 years old	2018	844.1		1.0	687.2		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			1,031.6
SH_STA_STUNTN	Children moderately or severely stunted (millions)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	2016	277.1					 Sri Lanka 2016 Demographic and Health Survey (SLDHS)	(pending reanalysis)	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	145	Western Asia	3	142	Asia	Region						Y0T4	under 5 years old	2018	4.0		7.0	2.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global	4,178.1	2,170.3	7,498.2
SH_STA_STUNTN	Children moderately or severely stunted (millions)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	2015	1.0					EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global	1,034.3		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	15	Northern Africa	3	2	Africa	Region						Y0T4	under 5 years old	2018	4.0		7.0	3.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global	4,895.0	3,214.0	7,204.5
SH_STA_STUNTN	Children moderately or severely stunted (millions)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	2014	21.7					National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	2013	6.0					China Nutrition and Health Surveillance (CNHS) 2013		CA	Country adjusted data	NUM_TH	Thousands	G	Global	6,883.5		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	2010	494.9					Encuesta nacional de demografia y salud 2010. Demographic and  Health Surveys. Bogota, Colombia: Profamilia, 2011 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	2012	34.7					EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples aux Comores 2012. Demographic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	2015	172.5					EnquĂŞte par grappes Ă  indicateurs multiples (MICS5 2014-2015), Rapport final. Brazzaville, Congo : Institut National de la Statistique et UNICEF (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	2013	5.0					EnquĂŞte dĂŠmographique et de santĂŠ en RĂŠpublique DĂŠmocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global	5,698.4		
SH_STA_STUNTN	Children moderately or severely stunted (millions)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	2008	20.0					Encuesta nacional de nutricion 2008-2009. San Jose, Costa Rica, 2011.		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	2000	52.7					Encuesta de agrupacion de indicadores multiples: Informe final, diciembre del 2000 (MICS2). La Habana, Cuba, 2000 (and additional analysis).	Converted estimates	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_STUNTN	Children moderately or severely stunted (millions)	199	Least Developed Countries (LDC)	1			Group						Y0T4	under 5 years old	2018	47.0		51.0	42.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global	47,297.9	42,946.3	51,870.8
SH_STA_STUNTN	Children moderately or severely stunted (millions)	202	Sub-Saharan Africa	3	2	Africa	Region						Y0T4	under 5 years old	2018	53.0		58.0	49.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global	53,923.8	49,792.9	58,054.6
