series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	1	World	1			Region						Y15T49	15 to 49 years old	F	Female	2014	56.7					UNFPA Global Database, 2019.	51 countries, 10 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y15T49	15 to 49 years old	F	Female	2016	67.5					DHS 2015-2016. UNFPA Global Database, 2019.	Based on women aged 15-49 years married or in union who are currently using any contraceptives.	C	Country data	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y15T49	15 to 49 years old	F	Female	2017	44.0					DHS 2016-2017. UNFPA Global Database, 2019.	Based on women aged 15-49 years married or in union who are currently using any contraceptives.	C	Country data	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	11	Western Africa	4	202	Sub-Saharan Africa	Region						Y15T49	15 to 49 years old	F	Female	2014	38.4					UNFPA Global Database, 2019.	13 countries, 98 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y15T49	15 to 49 years old	F	Female	2014	75.6					DHS 2014. UNFPA Global Database, 2019.	Based on women aged 15-49 years married or in union who are currently using any contraceptives.	C	Country data	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T49	15 to 49 years old	F	Female	2011	38.1					DHS 2011. UNFPA Global Database, 2019.	Based on women aged 15-49 years married or in union who are currently using any contraceptives.	C	Country data	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	13	Central America	4	419	Latin America and the Caribbean	Region						Y15T49	15 to 49 years old	F	Female	2014	67.0					UNFPA Global Database, 2019.	2 countries, 14 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						Y15T49	15 to 49 years old	F	Female	2014	53.0					UNFPA Global Database, 2019.	12 countries, 96 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	142	Asia	2	1	World	Region						Y15T49	15 to 49 years old	F	Female	2014	70.2					UNFPA Global Database, 2019.	9 countries, 4 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	143	Central Asia	3	142	Asia	Region						Y15T49	15 to 49 years old	F	Female	2014	51.9					UNFPA Global Database, 2019.	2 countries, 14 per cent population coverage	_X	Data nature not available	PT	Percentage	G	Global			
