series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	9.05125	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	24.31167	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	21.31625	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	12+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	8.15792	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	12+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	15.96042	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	6.2625	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	22.14583	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	8.37875	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	24.77875	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	8.80292	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	23.77375	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	23.52	Float					INEC based on National time use survey 2017	['']	C	PERCENT	RURAL	FEMALE	12+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	10.15	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	19.5575	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	188	Costa Rica	2017.0	8.53583	Float					INEC based on National time use survey 2017	['']	C	PERCENT	ALLAREA	MALE	55-64	G
