series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Reporting Type
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	1991.0	15.20	Float					Nutritional Surveillance Project 1991: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2000.0	12.47	Float					Bangladesh demographic and health survey 1999-2000 (DHS). Dhaka, Bangladesh and Calverton, Maryland: National Institute of Population Research and Training, Mitra and Associates, and ORC Macro, 2001 (and additional analysis).	['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2001.0	12.70	Float					Nutritional Surveillance Project 2001: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2002.0	12.40	Float					Nutritional Surveillance Project 2002: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2003.0	12.50	Float					Nutritional Surveillance Project 2003: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2004.0	14.64	Float					Bangladesh demographic and health survey 2004. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland [USA]: NIPORT, Mitra and Associates, and ORC Macro, 2005 (and additional analysis).	['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2005.0	11.80	Float					Nutritional Surveillance Project 2005: Rural data (using the WHO Child Growth Standards). Unpublished estimates. Dhakar, Bangladesh: HKI and Institute of Public Health Nutrition, 2007.	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2006.0	11.90	Float					Nutritional Surveillance Project 2006: data on rural national data (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008 (and additional analysis).	[' Adjusted NR to NA; nutritional surveillance']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2007.0	17.48	Float					Bangladesh demographic and health survey 2007. DHS. Dhaka, Bangladesh and Calverton, Maryland, USA: National Institute of Population Research and Training, Mitra and Associates, and Macro International, 2009 (and additional analysis).	['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2011.0	15.68	Float					Bangladesh demographic and health survey 2011. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland, USA: NIPORT, Mitra and Associates, and ICF International, 2013 (and additional analysis).	['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2012.0	10.72	Float					Bangladesh 2012-13 multiple indicator cluster survey. Final Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics and UNICEF Bangladesh, 2014 (and additional analysis)	['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	50	Bangladesh	2014.0	14.38	Float					Bangladesh Demographic and Health Survey 2014. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates, and ICF International. 2016 (and additional analysis)	['']	CA	PER_POP_U5	<5Y	G
