series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.0	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.5	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.1	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.5	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.8	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.6	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.5	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.1	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.6	Float					ILOSTAT - HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.2	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	4.2	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.1	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	8.6	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	6.7	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	3.5	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.3	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	4.3	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	3.4	Float					ILOSTAT - HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Geographical coverage: Total national | Population coverage: Total population | Age coverage - minimum age: 10 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PWD	G
