series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2009.0	67.1	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2009.0	67.4	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	MALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2009.0	64.1	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2010.0	67.6	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2010.0	67.8	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	MALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2010.0	65.9	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2011.0	69.2	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2011.0	66.4	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2011.0	69.6	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year']	C	PERCENT	MALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2013.0	69.0	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2013.0	65.4	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2013.0	69.3	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised']	C	PERCENT	MALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2014.0	72.0	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2014.0	72.0	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2014.0	71.9	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2015.0	71.2	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2015.0	73.2	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G
SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	586	Pakistan	2015.0	71.0	Float					ILOSTAT - LFS - Labour Force Survey	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G
