series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Migratory status	Reporting Type
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2000.0	2324	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2000.0	928	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2000.0	1697.53	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2001.0	1662.48	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2001.0	2272	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2001.0	910	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2002.0	909	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2002.0	1595	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2002.0	2147	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2003.0	2167	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	191	Croatia	2003.0	1659	Float					ILOSTAT - ADM-IR - Croatian Institute of Public Health	['Coverage of occupational injuries: Compensated injuries | Reference group coverage: employed workers']	C	PER_100000_EMP	BOTHSEX	_T	G
