series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2003.0	1.5	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2003.0	1.6	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2003.0	1.6	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2004.0	1.6	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2004.0	1.8	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2004.0	1.7	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2005.0	1.6	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2005.0	1.7	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2005.0	1.5	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	218	Ecuador	2006.0	1.8	Float					ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment	['Local currency: ECU - United States dollar(USD) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
