series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	16.90375	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	12.34625	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	16.96042	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	13.30875	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	6.28333	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	3.37333	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	13.25333	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	8.2825	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	12.44583	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	7.12417	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	15.11542	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	250	France	2010.0	8.26833	Float					Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT	['']	C	PERCENT	ALLAREA	MALE	45-54	G
