series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2000.0	0.29472	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2001.0	0.29885	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2002.0	0.2453	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2003.0	0.23823	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2004.0	0.23478	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2005.0	0.25476	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2006.0	0.27525	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2007.0	0.24905	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2008.0	0.25242	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2009.0	0.19049	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2010.0	0.17799	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2011.0	0.21969	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2012.0	0.18926	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2013.0	0.20688	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2014.0	0.18248	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2015.0	0.17032	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2016.0	0.15212	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	29	Caribbean	2017.0	0.14754	Float					UNCTADstat	['Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands.']	CA	PERCENT
