series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.61125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	30.76375	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	14.86125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.54167	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.15292	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	18.26375	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	7.91667	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.36125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	20.06958	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	FEMALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	MALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	23.125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	9.23625	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.70833	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	18.75	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	RURAL	FEMALE	45-54	G
