series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Reporting Type
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2000.0	2096.92861	Float					Bangladesh demographic and health survey 1999-2000 (DHS). Dhaka, Bangladesh and Calverton, Maryland: National Institute of Population Research and Training, Mitra and Associates, and ORC Macro, 2001 (and additional analysis).	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2001.0	2148.15992	Float					Nutritional Surveillance Project 2001: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2002.0	2102.12538	Float					Nutritional Surveillance Project 2002: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2003.0	2116.62813	Float					Nutritional Surveillance Project 2003: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008.	[' Adjusted NR to NA; nutritional surveillance']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2004.0	2468.72482	Float					Bangladesh demographic and health survey 2004. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland [USA]: NIPORT, Mitra and Associates, and ORC Macro, 2005 (and additional analysis).	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2005.0	1975.84876	Float					Nutritional Surveillance Project 2005: Rural data (using the WHO Child Growth Standards). Unpublished estimates. Dhakar, Bangladesh: HKI and Institute of Public Health Nutrition, 2007.	[' Adjusted NR to NA; nutritional surveillance']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2006.0	1984.47506	Float					Nutritional Surveillance Project 2006: data on rural national data (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008 (and additional analysis).	[' Adjusted NR to NA; nutritional surveillance']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2007.0	2884.52468	Float					Bangladesh demographic and health survey 2007. DHS. Dhaka, Bangladesh and Calverton, Maryland, USA: National Institute of Population Research and Training, Mitra and Associates, and Macro International, 2009 (and additional analysis).	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2011.0	2448.06374	Float					Bangladesh demographic and health survey 2011. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland, USA: NIPORT, Mitra and Associates, and ICF International, 2013 (and additional analysis).	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2012.0	1657.75498	Float					Bangladesh 2012-13 multiple indicator cluster survey. Final Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics and UNICEF Bangladesh, 2014 (and additional analysis)	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2013.0	2785.63597	Float					Utilization of Essential Service Delivery (UESD) Survey 2013. Dhaka: National Institute of Population Research and Training (NIPORT), 2014.	['']	CA	NUM_U5_M	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (millions)	50	Bangladesh	2014.0	2204.40821	Float					Bangladesh Demographic and Health Survey 2014. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates, and ICF International. 2016 (and additional analysis)	['']	CA	NUM_U5_M	<5Y	G
