series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Migratory status
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	394.92	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	157.7	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1054.73	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1000.4	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1924.47	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1855.33	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	423.62	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	2526.28	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1450.23	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	276	Germany	2009.0	1044.94	Float					ILOSTAT - ADM-IR - Insurance Records	['Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work | Repository: ILO calculations based on Eurostat data | Institutional sector coverage: Private sector only | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
