series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2004.0	29.41039	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2004']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2004.0	10.20627	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2004']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2005.0	12.52796	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2005']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2005.0	31.01974	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2005']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2006.0	30.7501	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2006']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2006.0	14.56179	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2006']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2007.0	13.71986	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2007']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2007.0	32.37928	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2007']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2008.0	34.62113	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2008']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2008.0	18.61754	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2008']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2009.0	19.41439	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2009']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2009.0	33.12108	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2009']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2010.0	33.48719	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2010']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2010.0	20.75345	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2010']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2011.0	17.47794	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2011']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2011.0	34.19545	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2011']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2012.0	35.42014	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2012']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	792	Turkey	2012.0	24.8178	Float					Turkish Statistical Institute	['Household Income and Consumption Expenditures Survey 2012']	CA	PERCENT	G	Q1
