series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	54.7	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	52.8	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	55.6	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	54.1	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	59.3	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	57.5	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	54.7	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	62.2	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	59.6	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2008.0	66.3	Float					ILOSTAT - LFS - National Labour Force Survey	['Local currency: DOM - Dominican peso(DOP) | Break in series: Methodology revised | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
