series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	15.435	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	8.18833	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	6.63833	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	3.74208	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	16.035	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	8.5825	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	14.61	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	6.80042	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	17.17917	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	8.82542	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	20.38292	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	20.46	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	11.22292	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	14.23375	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	8.56	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	RURAL	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	18.07458	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	40	Austria	2009.0	10.28	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	URBAN	MALE	G
