series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	14.4	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	14.1	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	14.6	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.5	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.6	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.6	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.4	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.9	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2011.0	12.8	Float					ILOSTAT - LFS - Employment Survey	['Age coverage - minimum age: 15 years old | Age coverage - maximum age: 64 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	620	Portugal	2012.0	16.0	Float					ILOSTAT - HS - European Health and Social Integration Survey	['Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
