series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2006.0	8.09237	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2006.0	0.15097	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2007.0	0.27605	Float					Instituto Nacional de Estadistica -Ministerio de Planificacion para el Desarrollo	['Encuesta de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2007.0	8.08624	Float					Instituto Nacional de Estadistica -Ministerio de Planificacion para el Desarrollo	['Encuesta de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2008.0	8.21736	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2008.0	0.27041	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2009.0	0.07986	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2009.0	8.39291	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2011.0	8.36406	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2011.0	0.78307	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2012.0	1.42914	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2012.0	8.54984	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2014.0	7.77064	Float					World Development Indicators database, World Bank	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	68	Bolivia (Plurinational State of)	2014.0	0.58373	Float					World Development Indicators database, World Bank	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
