series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	1.94458	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.06958	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.69458	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	1.73625	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.83333	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.13875	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	1.18042	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.20833	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.20833	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	2.5	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	634	Qatar	2013.0	0.13875	Float					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	['All Qatar is urban.']	CA	PERCENT	15+	ALLAREA	MALE	G
