series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	7.4	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	8.0	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	7.0	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.5	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.1	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.9	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.9	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.2	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2008.0	5.6	Float					ILOSTAT - LFS - Labour force survey	['Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	5.8	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	6.9	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	14.2	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	9.5	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	5.6	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	496	Mongolia	2009.0	6.2	Float					ILOSTAT - LFS - Labour force survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
