series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2006.0	6.22139	Float					Instituto Brasileiro de Geografia e Estatistica	['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2006.0	5.29716	Float					Instituto Brasileiro de Geografia e Estatistica	['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2009.0	7.15987	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2009.0	6.08856	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2011.0	5.35491	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2011.0	5.60207	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2012.0	5.94584	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2012.0	5.89742	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2015.0	6.91356	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicílios Contínua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	2015.0	8.39076	Float					Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 	['Pesquisa Nacional por Amostra de Domicílios Contínua']	CA	PERCENT	G	Q1
