series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Reporting Type
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1990.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1990.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1990.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1991.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1991.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1991.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1992.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1992.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1992.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1993.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1993.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1993.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1994.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1994.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1994.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1995.0	100	Float					World Bank	['']	E	PERCENT	ALLAREA	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1995.0	100	Float					World Bank	['']	E	PERCENT	RURAL	G
EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	60	Bermuda	1995.0	100	Float					World Bank	['']	E	PERCENT	URBAN	G
