series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.3	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.8	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.2	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	14.5	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	9.5	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	9.6	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.9	Float					ILOSTAT - LFS - Labour Force Survey	['Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	47.0	Float					ILOSTAT - HS - European Health and Social Integration Survey	['Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	45.0	Float					ILOSTAT - HS - European Health and Social Integration Survey	['Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	27.0	Float					ILOSTAT - HS - European Health and Social Integration Survey	['Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	G	_T
