series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2007.0	5.42859	Float					Banco Central, Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2007.0	2.34614	Float					Banco Central, Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2008.0	2.43888	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2008.0	4.79105	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2009.0	5.11579	Float					Banco Central, Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2009.0	2.26235	Float					Banco Central, Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2010.0	2.48835	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2010.0	5.78479	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2011.0	6.1303	Float					Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2011.0	2.65945	Float					Oficina Nacional de Estadistica	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2012.0	5.68255	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2012.0	2.43564	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2013.0	6.2101	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2013.0	2.75	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2014.0	2.58725	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	2014.0	6.48566	Float					Oficina Nacional de Estadística	['Encuesta Nacional de Fuerza de Trabajo']	CA	PERCENT	G	_T
