series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2000.0	1.0998	Float					UNCTADstat	['Estimate based on BPM5. Including South Sudan. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2001.0	1.12241	Float					UNCTADstat	['Estimate based on BPM5. Including South Sudan. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2002.0	1.11516	Float					UNCTADstat	['Estimate based on BPM5. Including South Sudan. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2003.0	1.13729	Float					UNCTADstat	['Estimate based on BPM5. Including South Sudan. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2004.0	1.16889	Float					UNCTADstat	['Estimate based on BPM5. Including South Sudan. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2005.0	1.16442	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2006.0	1.16708	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2007.0	1.17849	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2008.0	1.24719	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2009.0	1.26139	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2010.0	1.23185	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2011.0	1.00021	Float					UNCTADstat	['Including South Sudan. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2012.0	1.03742	Float					UNCTADstat	['']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2013.0	0.88165	Float					UNCTADstat	['']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2014.0	0.92462	Float					UNCTADstat	['']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2015.0	0.85419	Float					UNCTADstat	['']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2016.0	0.75152	Float					UNCTADstat	['']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	15	Northern Africa	2017.0	0.84879	Float					UNCTADstat	['']	CA	PERCENT
