series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Education level	Reporting Type	Type of skill
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2003.0	19.35204	Float					TIMSS 2003	['']	C	PERCENT	BOTHSEX	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2003.0	16.99	Float					TIMSS 2003	['']	C	PERCENT	FEMALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2003.0	21.15	Float					TIMSS 2003	['']	C	PERCENT	MALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2007.0	15.94	Float					TIMSS 2007	['']	C	PERCENT	MALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2007.0	18.41808	Float					TIMSS 2007	['']	C	PERCENT	BOTHSEX	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2007.0	21.09	Float					TIMSS 2007	['']	C	PERCENT	FEMALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	55.21066	Float					TIMSS 2011	['']	C	PERCENT	BOTHSEX	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	60.29	Float					TIMSS 2011	['']	C	PERCENT	FEMALE	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	43.67	Float					TIMSS 2011	['']	C	PERCENT	MALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	46.81591	Float					TIMSS 2011	['']	C	PERCENT	BOTHSEX	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	49.73	Float					TIMSS 2011	['']	C	PERCENT	MALE	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	50.17	Float					TIMSS 2011	['']	C	PERCENT	FEMALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	51.06	Float					PIRLS 2011	['']	C	PERCENT	MALE	GRAD23	G	SKILL_READ
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	77.99	Float					PIRLS 2011	['']	C	PERCENT	FEMALE	GRAD23	G	SKILL_READ
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2011.0	64.98645	Float					PIRLS 2011	['']	C	PERCENT	BOTHSEX	GRAD23	G	SKILL_READ
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	31.16	Float					TIMSS 2015	['']	C	PERCENT	MALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	43.26762	Float					TIMSS 2015	['']	C	PERCENT	BOTHSEX	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	53.58	Float					TIMSS 2015	['']	C	PERCENT	FEMALE	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	33.4	Float					TIMSS 2015	['']	C	PERCENT	MALE	GRAD23	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	36.82	Float					TIMSS 2015	['']	C	PERCENT	FEMALE	LOWSEC	G	SKILL_MATH
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	682	Saudi Arabia	2015.0	34.05047	Float					TIMSS 2015	['']	C	PERCENT	BOTHSEX	LOWSEC	G	SKILL_MATH
