series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	7.95833	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	8.825	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	13.35	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	14.01667	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	9.22917	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	8.00833	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	4.94167	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	13.76667	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	14.05417	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	246	Finland	2000.0	9.725	Float					Statistics Finland  based on Time Use Survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	URBAN	MALE	45-54	G
