series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	years	min_year	max_year	n_years
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2014]	2014	2014	1
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2011, 2013, 2015, 2017]	2011	2017	4
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2011, 2013, 2015, 2017]	2011	2017	4
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2011, 2013, 2015, 2017]	2011	2017	4
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2011, 2013, 2015, 2017]	2011	2017	4
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]	2010	2018	8
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			Y0T17	under 18 years old	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			_T	All age ranges or no breaks by age	_T	All areas	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7
SD_MDP_MUHC	Proportion of population living in multidimensional poverty (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			_T	All age ranges or no breaks by age	_T	All areas	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7
