series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	substanceUseDisorders_code	substanceUseDisorders_desc	years	min_year	max_year	n_years
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			SUD_OPIOIDS	Opioids	[2016]	2016	2016	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2016]	2016	2016	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Total	[2016]	2016	2016	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			SUD_OPIOIDS	Opioids	[2015, 2016, 2017]	2015	2017	3
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			SUD_COCAINE	Cocaine	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Total	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	Total	[2015]	2015	2015	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			SUD_OPIOIDS	Opioids	[2015, 2016, 2017]	2015	2017	3
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2015, 2016, 2017]	2015	2017	3
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			_T	Total	[2016, 2017]	2016	2017	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			SUD_OPIOIDS	Opioids	[2016]	2016	2016	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2016]	2016	2016	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			SUD_OPIOIDS	Opioids	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_OPIOIDS	Opioids	[2015, 2016]	2015	2016	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_COCAINE	Cocaine	[2015, 2016]	2015	2016	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	Total	[2015, 2016]	2015	2016	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2015, 2016]	2015	2016	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			SUD_OPIOIDS	Opioids	[2015, 2016, 2017]	2015	2017	3
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			SUD_OPIOIDS	Opioids	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			SUD_COCAINE	Cocaine	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			SUD_OPIOIDS	Opioids	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			SUD_OPIOIDS	Opioids	[2015]	2015	2015	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			SUD_OPIOIDS	Opioids	[2015, 2017]	2015	2017	2
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			_T	Total	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			SUD_OPIOIDS	Opioids	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1			_T	Total	[2017]	2017	2017	1
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	[2016]	2016	2016	1
