series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years
EN_LND_SLUM	Proportion of urban population living in slums (%)	1	World	1			Region								[2000, 2014, 2016, 2018]	2000	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2016, 2018]	2016	2018	2
EN_LND_SLUM	Proportion of urban population living in slums (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2016, 2018]	2016	2018	2
EN_LND_SLUM	Proportion of urban population living in slums (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2018]	1990	2018	7
EN_LND_SLUM	Proportion of urban population living in slums (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[1990, 1995, 2000, 2005, 2014, 2016, 2018]	1990	2018	7
EN_LND_SLUM	Proportion of urban population living in slums (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2005, 2010, 2014, 2016, 2018]	2005	2018	5
EN_LND_SLUM	Proportion of urban population living in slums (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2005, 2010, 2014, 2016, 2018]	2005	2018	5
EN_LND_SLUM	Proportion of urban population living in slums (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2016, 2018]	2016	2018	2
EN_LND_SLUM	Proportion of urban population living in slums (%)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2014, 2016, 2018]	2000	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2016, 2018]	2016	2018	2
EN_LND_SLUM	Proportion of urban population living in slums (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
EN_LND_SLUM	Proportion of urban population living in slums (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2005, 2014, 2016, 2018]	2005	2018	4
EN_LND_SLUM	Proportion of urban population living in slums (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[1990, 1995, 2000, 2005, 2010, 2014, 2016, 2018]	1990	2018	8
