series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	73.6						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	74.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	75.7						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	76.5						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	76.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2020				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	Myanmar	56.0						Myanmar 2001 Fertility and Reproductive Health Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2001				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	Myanmar	74.9						Myanmar 2015-2016 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2016				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	17.3		0				Burundi 2002 EnquĂŞte Socio-dĂŠmographique et de SantĂŠ de la Reproduction		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2002				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	32.8		0				Burundi 2010 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2011				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	39.6		1				Burundi 2016 Demographic and Health Survey (DHS)			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	112	Belarus	73.0						Belarus 2012 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2012				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	33.0		0				Cambodia 2000 Demographic and Health Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	41.6		0				Cambodia 2005 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2006				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	51.6		1				Cambodia 2010 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2011				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	56.5		0				Cambodia 2014 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2014				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	12	Algeria	74.7						Algeria 2006 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2006				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	12	Algeria	74.7						Algeria 2012-2013 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2013				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	33.6		0				Cameroon 2004 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2004				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	39.2		1				Cameroon 2011 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2011				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	47.0		0				Cameroon 2014 Multiple Indicator Cluster Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	35.5		1				Cameroon 2018 Demographic and Health Survey (DHS)		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2018				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	132	Cabo Verde	73.2		1				Cape Verde 2005 Demographic and Reproductive Health Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	140	Central African Republic	22.0		1				Central African Republic 2010 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2011				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	73.6						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	74.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	74.9						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	75.6						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	76.2						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2020				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	Sri Lanka	56.1						Sri Lanka 2000 Demographic and Health Survey (national)		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	Sri Lanka	69.4						Sri Lanka 2006-2007 Demographic and Health Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Excluding the Northern Province.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2007				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	Sri Lanka	74.3						Sri Lanka 2016 Demographic and Health Survey (national)		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	45.9						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	49.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	52.2						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	53.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	55.7						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2020				3	142	Asia	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	8.4		0				Chad 2004 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2004				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	13.2		1				Chad 2010 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	20.2		0				Chad 2014-2015 Demographic and Health Survey and MICS			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	66.0						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				3	2	Africa	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	68.6						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				3	2	Africa	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	69.8						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				3	2	Africa	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	70.2						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				3	2	Africa	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	71.3						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2020				3	2	Africa	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	70.1						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				2	1	World	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	73.0						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				2	1	World	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	75.9						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				2	1	World	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	78.0						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				2	1	World	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	79.5						United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 			E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2020				2	1	World	Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	156	China	96.6		1				China 2001 National Family Planning and Reproductive Health Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2001				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	73.3		0				Colombia 2000 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2000				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	78.0						Colombia 2005 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	83.9						Colombia 2010 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	86.6						Colombia 2015 Demographic and Health Survey (DHS)			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	174	Comoros	28.8						Comoros 2012 Demographic and Health Survey and Multiple Indicator Cluster Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2012				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	178	Congo	22.9						Congo 2005 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2005				5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	178	Congo	38.0						Congo 2011-2012 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2012				5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	178	Congo	43.2						Congo 2014-2015 Multiple Indicator Cluster Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	180	Democratic Republic of the Congo	16.1						Democratic Republic of the Congo 2007 Demographic and Health Survey			CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2007				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	180	Democratic Republic of the Congo	12.9						Democratic Republic of the Congo 2010 Multiple Indicator Cluster Survey		The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
