series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	43.2						DANE		Data source: National Quality of Life Survey 2010; Topics included: Education, health, infrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2010				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	43.0						DANE		Data source: National Quality of Life Survey 2011; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2011				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	42.5						DANE		Data source: National Quality of Life Survey 2012; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2012				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	42.4						DANE		Data source: National Quality of Life Survey 2013; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2013				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	41.7						DANE		Data source: National Quality of Life Survey 2014; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	41.9						DANE		Data source: National Quality of Life Survey 2015; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	41.5						DANE		Data source: National Quality of Life Survey 2016; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	41.9						DANE		Data source: National Quality of Life Survey 2018; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2018				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	188	Costa Rica	28.33						The National Institute of Statistics and Census of Costa Rica		Data source: Costa Rica National Household Survey 2010; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2010				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	188	Costa Rica	28.14						The National Institute of Statistics and Census of Costa Rica		Data source: Costa Rica National Household Survey 2011; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	G	Global	2011				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
