series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	disabilityStatus_code	disabilityStatus_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	7.3						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability	GRD_RELIGION	Religion	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	6.3						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability	GRD_RELIGION	Religion	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	6.8						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability	GRD_RELIGION	Religion	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	10.1						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability	GRD_GEO	Geographic location	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	9.1						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability	GRD_GEO	Geographic location	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	9.6						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability	GRD_GEO	Geographic location	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	13.1						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	10.9						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	11.9						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	11.4						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	10.4						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	10.8						National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages		Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
