series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	108	Burundi	78.2						Burundi Institute of Statistics and Economic Studies		Data Source: the Modular Survey on the living conditions of households in Burundi (ECVMB) 2013/2014; Topics included: Food, health, water, sanitation, protection, housing, information, education; Number of deprivations used as a threshold: At least three or more; Official publication: https://www.unicef.org/esa/sites/unicef.org.esa/files/2018-09/UNICEF-Burundi-2017-Child-Poverty.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	24	Angola	74.4						National Statistics Institute (INE) of Angola 		Data Source: the Angola Multiple Indicators and Health Survey (IIMS) 2015-2016; Topics included: Health, Infrastructure, Dwelling characteristics, Information, Protection, Prevention; Number of deprivations used as a threshold: At least 3 or more; Official publication: Childhood in Angola - A Multidimensional Analysis of Child Poverty https://www.unicef.org/esaro/UNICEF-Angola-2018-A-Multidimensional-Analysis-of-Child-Poverty.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2016				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	288	Ghana	73.4						National Development Planning Commission		Data Source: the Ghana Mulple Indicator Cluster Survey (MICS) 2017- 2018; Topics included: Education, health, dwelling characteristics, information, nutrition, child protection, water and sanitation; Number of deprivations used as a threshold: At least three or more; Official publication: Multi-Dimensional Child Poverty in Ghana: https://www.unicef.org/ghana/media/2676/file/Multi-Dimensional%20Child%20Poverty%20Report.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2017				5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	466	Mali	55.6						Institut National de la Statistique (INSTAT), La Cellule Technique de Coordination du Cadre StratĂŠgique de Lutte contre la PauvretĂŠ (CT-CSCLP)		Data Source: Multiple Indicator Cluster Surveys (MICS) 2009/2010; Topics included: Nutrition, Education, Health, Child protection,Child labor, Information, Water, Housing, Sanitation; Number of deprivations used as a threshold: 3 and 4 deprivations; Official publication: PauvretĂŠ et privation des enfants au Mali https://www.unicef-irc.org/publications/pdf/20_mali_poverty_dep_fr.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2010				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	466	Mali	55.8						Institut National de la Statistique (INSTAT), La Cellule Technique de Coordination du Cadre StratĂŠgique de Lutte contre la PauvretĂŠ (CT-CSCLP)		Data Source: Multiple Indicator Cluster Surveys (MICS) 2015; Topics included: Nutrition, Education, Health, Child protection, Information, Water, Housing, Sanitation; Number of deprivations used as a threshold: At least 3 or more; Official publication: Privation multidimensionnelle et pauvretĂŠ des enfants au Mali, October 2018 (UNICEF). Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2015				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	51	Armenia	63.7						Statistical Committee of Republic of Armenia		Data Source: Integrated Living Conditions Survey, Child Needs Survey; Topics included: Nutrition, Early childhood education and care (ECEC), Education, Leisure, Social interactions, Clothing, Information, Utilities, Housing; Number of deprivations used as a threshold: At least two or more deprivations; Official publication: https://www.armstat.am/file/article/poverty_2018_english_2.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2013				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	51	Armenia	63.7						Statistical Committee of Republic of Armenia		Data Source: Integrated Living Conditions Survey, Child Needs Survey; Topics included: Nutrition, Early childhood education and care (ECEC), Education, Leisure, Social interactions, Clothing, Information, Utilities, Housing; Number of deprivations used as a threshold: At least two or more deprivations; Official publication: https://www.armstat.am/file/article/poverty_2018_english_2.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2014				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	51	Armenia	64.5						Statistical Committee of Republic of Armenia		Data Source: Integrated Living Conditions Survey, Child Needs Survey; Topics included: Nutrition, Early childhood education and care (ECEC), Education, Leisure, Social interactions, Clothing, Information, Utilities, Housing; Number of deprivations used as a threshold: At least two or more deprivations; Official publication: https://www.armstat.am/file/article/poverty_2018_english_2.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2015				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	51	Armenia	57.4						Statistical Committee of Republic of Armenia		Data Source: Integrated Living Conditions Survey, Child Needs Survey; Topics included: Nutrition, Early childhood education and care (ECEC), Education, Leisure, Social interactions, Clothing, Information, Utilities, Housing; Number of deprivations used as a threshold: At least two or more deprivations; Official publication: https://www.armstat.am/file/article/poverty_2018_english_2.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2016				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
SD_MDP_CSMP	Proportion of children living in child-specific multidimensional poverty (%)	51	Armenia	61.6						Statistical Committee of Republic of Armenia		Data Source: Integrated Living Conditions Survey, Child Needs Survey; Topics included: Nutrition, Early childhood education and care (ECEC), Education, Leisure, Social interactions, Clothing, Information, Utilities, Housing; Number of deprivations used as a threshold: At least two or more deprivations; Official publication: https://www.armstat.am/file/article/poverty_2018_english_2.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	C	Country data	PT	Percentage	Y0T17	under 18 years old	_T	All areas	_T	Both sexes	G	Global	2017				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
