series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	236769.4295			252069.4295	221469.4295		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2014				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	208053.9009			222963.9009	193143.9009		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2014				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	601960.0613			601960.0715	601960.0511		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2014				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	206800.9541			220160.9541	193440.9541		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	585974.2204			585974.2287	585974.2121		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	233666.3866			247216.3866	220116.3866		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2015				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	251793.8673			262613.8673	240973.8673		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	605485.3777			605485.3853	605485.3701		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	237271.1632			252631.1632	221911.1632		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				1			Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	1	World	261741.3955			274061.3955	249421.3955		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				1			Region					
