series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	92.01104						SubsecretarĂ­a de Telecomunicaciones			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	97.15276						SubsecretarĂ­a de Telecomunicaciones			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	97.5						National Communications Commission			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2017				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	97.54936						National Communications Commission			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2017				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	97.6						National Communications Commission			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2017				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	95.59987						National Communications Commission			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2018				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	95.93						National Communications Commission			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2018				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	95.26						National Communications Commission			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2018				4	30	Eastern Asia	Country					
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.56789						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	69.31919						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	68.03359						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	72.81828						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	71.47384						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.08439						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	73.10334						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	72.06032						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.9842						Departamento Administrativo Nacional de Estadistica (DANE)			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	74.45673						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	73.15218						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	71.80815						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	73.33209						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2018				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	72.15799						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2018				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.94716						Departamento Administrativo Nacional de EstadĂ­stica - DANE			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2018				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	85.79635						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	86.22934						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	86.01937						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	112.9233						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	111.13876						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	109.50562						Instituto Nacional de Estadisticas y Censos 			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	93.45177						ITU			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2018				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	92.72892						ITU			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2018				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	93.10772						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2018				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	19.07124						Oficina Nacional de Estadisticas e Informacion 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2013				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	24.13331						Oficina Nacional de Estadisticas e Informacion 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2014				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	31.92137						Oficina Nacional de Estadisticas e Informacion 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	37.97265						Oficina Nacional de Estadisticas e Informacion 			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	98.30874						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.64527						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	95.12687						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	99.32579						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	97.88419						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.52754						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.50693						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	92.93833						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	94.6476						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	98.67434						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	99.39767						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.3838						Czech Statistical Office			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.83097						Czech Statistical Office			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.30083						Czech Statistical Office			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.17774						Czech Statistical Office			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.01434						Czech Statistical Office			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.85832						Czech Statistical Office			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	83.16165						Statistics Denmark			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	82.81615						Statistics Denmark			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	82.47347						Statistics Denmark			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	91.89909						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2015				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.95208						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.93457						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.91635						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.62973						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.34126						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	_T	Both sexes	G	Global	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.06376						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	F	Female	G	Global	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	70.97637						Oficina Nacional de Estadistica			_X	Data nature not available	PT	Percentage	M	Male	G	Global	2018				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
