series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	observationStatus_code	observationStatus_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	100	Bulgaria	0.21074643518543						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2008				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	100	Bulgaria	0.222049359334666						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	-0.207435542922817						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	0.0183604015682121						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2011				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	-10.7796025265753						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2012				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	0.0547563570053693						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2013				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	-9.16999523940965						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	12.3402409300668						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	2.45947670154455						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	1.49341187048977						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	-1.17979204588223						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2010				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	5.473732684574						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2011				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	9.17106246757061						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2012				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	11.3342382354077						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2013				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	9.1126713419351						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2014				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	4.40667845396781						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2015				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	6.27004900996216						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	2.99419064901533						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	2.95523302605481						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	116	Cambodia	1.01312724836654						IMF			_X	Data nature not available	PT	Percentage	A	Normal value	G	Global	2010				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
