series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	1	World	132.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				1			Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	100	Bulgaria	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	108	Burundi	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	11	Western Africa	10.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	202	Sub-Saharan Africa	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	112	Belarus	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	116	Cambodia	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	12	Algeria	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	120	Cameroon	0.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	124	Canada	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	13	Central America	4.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	419	Latin America and the Caribbean	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	132	Cabo Verde	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	136	Cayman Islands	0.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	14	Eastern Africa	9.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	202	Sub-Saharan Africa	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	140	Central African Republic	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	142	Asia	33.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				2	1	World	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	143	Central Asia	3.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	142	Asia	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	144	Sri Lanka	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	145	Western Asia	13.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	142	Asia	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	148	Chad	0.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	15	Northern Africa	4.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	2	Africa	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	150	Europe	40.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				2	1	World	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	151	Eastern Europe	9.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	150	Europe	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	152	Chile	1.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	154	Northern Europe	11.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	150	Europe	Region					
SG_STT_FPOS	Countries with national statistical legislation exists that complies with the Fundamental Principles of Official Statistics (1 = YES; 0 = NO)	155	Western Europe	8.0						PARIS21 SDG Survey		Observation value represents the number of countries with national statistical legislation that complies with the Fundamental Principles of Official Statistics	G	Global monitoring data	NUMBER	Number	2019				3	150	Europe	Region					
