series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	1	World	23.0						IPU		Upper chamber	_X	Data nature not available	NUMBER	Number	_T	All age ranges or no breaks by age	F	Female	G	Global	2020				1			Region					
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	1	World	60.0						IPU		Upper chamber	_X	Data nature not available	NUMBER	Number	_T	All age ranges or no breaks by age	M	Male	G	Global	2020				1			Region					
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	104	Myanmar	1.0						IPU		Bicameral: Upper chamber (House of Nationalities)	_X	Data nature not available	NUMBER	Number	Y_GE46	46 years old and over	M	Male	G	Global	2020				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	108	Burundi	1.0						IPU		Bicameral: Upper chamber (Senate)	_X	Data nature not available	NUMBER	Number	_U	Unknown	M	Male	G	Global	2020				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	11	Western Africa	3.0						IPU		Upper chamber	_X	Data nature not available	NUMBER	Number	_T	All age ranges or no breaks by age	M	Male	G	Global	2020				4	202	Sub-Saharan Africa	Region					
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	11	Western Africa	1.0						IPU		Upper chamber	_X	Data nature not available	NUMBER	Number	_T	All age ranges or no breaks by age	F	Female	G	Global	2020				4	202	Sub-Saharan Africa	Region					
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	112	Belarus	1.0						IPU		Bicameral: Upper chamber (Council of the Republic)	_X	Data nature not available	NUMBER	Number	Y_GE46	46 years old and over	F	Female	G	Global	2020				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	116	Cambodia	1.0						IPU		Bicameral: Upper chamber (Senate)	_X	Data nature not available	NUMBER	Number	_U	Unknown	M	Male	G	Global	2020				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	12	Algeria	1.0						IPU		Bicameral: Upper chamber (Council of the Nation)	_X	Data nature not available	NUMBER	Number	_U	Unknown	M	Male	G	Global	2020				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	120	Cameroon	1.0						IPU		Bicameral: Upper chamber (Senate)	_X	Data nature not available	NUMBER	Number	Y_GE46	46 years old and over	M	Male	G	Global	2020				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	124	Canada	1.0						IPU		Bicameral: Upper chamber (Senate)	_X	Data nature not available	NUMBER	Number	Y_GE46	46 years old and over	M	Male	G	Global	2020				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SG_DMK_PARLSP_UC	Number of speakers in parliament, by age and sex, Upper Chamber	127	Southern Asia (excluding India)	4.0						IPU		Upper chamber	_X	Data nature not available	NUMBER	Number	_T	All age ranges or no breaks by age	M	Male	G	Global	2020				1			Group					
