series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	604873.297			625083.297	584663.297		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2014				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	538065.1125			558695.1125	517435.1125		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2014				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1633545.643			1633545.6563	1633545.6297		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2014				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	550544.4656			569874.4656	531214.4656		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	605680.8357			626310.8357	585050.8357		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2015				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1649477.725			1649477.7369	1649477.7131		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1735233.506			1735233.5183	1735233.4937		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	649730.9313			668120.9313	631340.9313		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	608488.7015			634018.7015	582958.7015		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	657548.0053			677868.0053	637228.0053		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	711546.6954			731446.6954	691646.6954		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2017				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1874460.615			1874460.6262	1874460.6038		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1969612.81			1969612.8222	1969612.7978		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2018				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	737437.875			757937.875	716937.875		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2018				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	712504.0171			735164.0171	689844.0171		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2018				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	717601.7253			736041.7253	699161.7253		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2019				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	766084.1506			784684.1506	747484.1506		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2019				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	2001143.027			2001143.0373	2001143.0167		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2019				1			Region					
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	1072.60847			1252.60847	892.60847		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2014-2016	G	Global monitoring data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	376.53712			476.53712	276.53712		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2014-2016	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	473.67715			573.67715	373.67715		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2014-2016	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	427.51381			517.51381	337.51381		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2015-2017	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	348.16236			448.16236	248.16236		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2015-2017	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	969.81634			1149.81634	789.81634		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2015-2017	G	Global monitoring data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	855.2483			1035.2483	675.2483		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2016-2018	G	Global monitoring data	NUMBER	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	297.71026			397.71026	197.71026		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2016-2018	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	405.54279			495.54279	315.54279		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		The observation value represents the 3-year average of the period 2016-2018	G	Global monitoring data	NUMBER	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
