series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	1	World	1			Region						Y0T4	under 5 years old	2019	47026.2		55336.8	38715.6		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y0T4	under 5 years old	2014	21.89634					National Survey of Nutrition Factor for Health Risk among the Population in Bulgaria	Age interval 1-5; unadjusted;	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y0T4	under 5 years old	2016	301.15805					Myanmar Demographic and Health Survey 2015-16: Final Report. 2016 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y0T4	under 5 years old	2019	102.95355					Enquete Nationale sur la Situation Nutritionnelle et la Securite Alimentaire au Burundi (ENSNSAB), Decembre 2018	overweight using BMI-for-age z-scores	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y0T4	under 5 years old	2005	9.83428					Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y0T4	under 5 years old	2014	171.00825					Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF International (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y0T4	under 5 years old	2012	176.53882					RĂŠpublique AlgĂŠrienne DĂŠmocratiqe et Populaire enquĂŞte par grappes Ă  indicateurs mulitples (MICS) 2012-2013. Rapport final. MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, 2015 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y0T4	under 5 years old	2018	172.12956					EnquĂŞte DĂŠmographique et de SantĂŠ du Cameroun 2018. Indicateurs ClĂŠs. YaoundĂŠ, Cameroun, et Rockville, Maryland, USA : INS et ICF	8 regions including YoundĂŠ and Douala cities	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y0T4	under 5 years old	2018	48.01051					Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine, 2018	6-59 months (wasting, severe wasting)	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	143	Central Asia	3	142	Asia	Region						Y0T4	under 5 years old	2019	197.2		297.6	130.1		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	2016	258.60441					 Sri Lanka 2016 Demographic and Health Survey (SLDHS)	(pending reanalysis)	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	145	Western Asia	3	142	Asia	Region						Y0T4	under 5 years old	2019	995.9		2354.0	408.4		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	2015	349.8796					EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	15	Northern Africa	3	2	Africa	Region						Y0T4	under 5 years old	2019	2099.1		4042.7	1050.8		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	2014	3.73501					National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).	0-71 months	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	2013	1647.62963					China Nutrition and Health Surveillance (CNHS) 2013		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	2016	60.86668					Colombia National Survey of the Nutritional Situation 2015		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	2012	12.4894					EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples aux Comores 2012. Demographic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	2014	62.78028					EnquĂŞte par grappes Ă  indicateurs multiples (MICS5 2014-2015), Rapport final. Brazzaville, Congo : Institut National de la Statistique et UNICEF (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	2013	1085.07771					EnquĂŞte dĂŠmographique et de santĂŠ en RĂŠpublique DĂŠmocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	2008	3.52888					Encuesta nacional de nutricion 2008-2009. San Jose, Costa Rica, 2011.		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	2000	18.01135					Encuesta de agrupacion de indicadores multiples: Informe final, diciembre del 2000 (MICS2). La Habana, Cuba, 2000 (and additional analysis).	Converted estimates	CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	199	Least Developed Countries (LDC)	1			Group						Y0T4	under 5 years old	2019	16007.9		25059.3	9959.2		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	202	Sub-Saharan Africa	3	2	Africa	Region						Y0T4	under 5 years old	2019	10627.6		12077.7	9177.5		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y0T4	under 5 years old	2001	19.37063					6th nationwide anthropological survey of children and adolescents 2001, Czech Republic. Summary results. Prague, Czech Republic: National Institute of Public Health, 2006 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y0T4	under 5 years old	2018	91.43863					EnquĂŞte DĂŠmographique et de SantĂŠ au BĂŠnin, 2017-2018 : Indicateurs ClĂŠs. Cotonou, BĂŠnin et Rockville, Maryland, USA : INSAE et ICF		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	21	Northern America	3	19	Americas	Region						Y0T4	under 5 years old	2019	79.6					Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.	regional average is based only on United States data, hence confidence intervals are not provided	M	Modeled data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y0T4	under 5 years old	2013	23.75476					Encuesta demogrĂĄfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, RepĂşblica Dominicana: CESDEM y ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T4	under 5 years old	2014	25.97947					Tabulados Encuesta de Condiciones de Vida 2014 - Sexta Ronda  (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Y0T4	under 5 years old	2014	12.55798					Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	Y0T4	under 5 years old	2011	4.8019					Encuesta demogrĂĄfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y0T4	under 5 years old	2019	1192.38005					Ethiopia Mini Demographic and Health Survey 2019: Key Indicators. Rockville, Maryland, USA: EPHI and ICF.		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	Y0T4	under 5 years old	2010	76.58469					Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013. (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	Y0T4	under 5 years old	2015	255.51563					InquĂŠrito de Indicadores MĂşltiplos e de SaĂşde em Angola 2015-2016. Luanda, Angola e Rockville, Maryland, EUA: INE, MINSA, MINPLAN e ICF International (and additional analysis)		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	Y0T4	under 5 years old	2004	5.66836					2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).		CA	Country adjusted data	NUM_TH	Thousands	G	Global			
