series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	1	World	1			Region						2018	62.2					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	143	Central Asia	3	142	Asia	Region						2018	80.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	145	Western Asia	3	142	Asia	Region						2018	72.2					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	15	Northern Africa	3	2	Africa	Region						2018	42.9					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	150	Europe	2	1	World	Region						2018	96.1					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	199	Least Developed Countries (LDC)	1			Group						2018	4.3					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	202	Sub-Saharan Africa	3	2	Africa	Region						2018	17.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	21	Northern America	3	19	Americas	Region						2018	100.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	30	Eastern Asia	3	142	Asia	Region						2018	71.4					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	34	Southern Asia	3	142	Asia	Region						2018	55.6					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C	Country data	PT	Percentage	G	Global			
