series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Both sexes	2014	38.0					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Both sexes	2017	47.4					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	2017	53.4					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	M	Male	2017	43.9					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Both sexes	2016	22.1					UNODC	Source: DANE. The ECSC 2016 collects information extending to 2015.	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	Both sexes	2013	22.0					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	_T	Both sexes	2016	36.2					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	2017	31.3					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	_T	Both sexes	2016	20.0					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Both sexes	2016	41.5					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	_T	Both sexes	2017	50.0					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	Both sexes	2017	36.4					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	2017	53.8					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	M	Male	2017	51.5					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	F	Female	2017	55.8					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	2015	58.0					UNODC	UN-CTS: This figure is based on the number of persons over 18 who suffered a physical assault	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	Both sexes	2016	19.85					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	_T	Both sexes	2016	31.2					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	M	Male	2016	32.7					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	F	Female	2016	28.0					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	Both sexes	2015	19.4					UNODC	UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	_X	Data nature not available	PT	Percentage	G	Global			
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	_T	Both sexes	2016	41.5					UNODC	"[""Source: National Integrated System of Criminal Statistics (SIEC), Panama's National Crime Victim Survey (ENVI) 2017""]"	_X	Data nature not available	PT	Percentage	G	Global			
