series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	observationStatus_code	observationStatus_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	A	Normal value	2009	0.222049359334666					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	A	Normal value	2017	1.49341187048977					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	A	Normal value	2018	2.95523302605481					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	A	Normal value	2018	3.97929346707838					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	A	Normal value	2013	0.0					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	A	Normal value	2018	16.6967044284243					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	A	Normal value	2017	-6.31957932635369					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	A	Normal value	2018	3.08973410924991					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	A	Normal value	2018	4.29447217893375					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	A	Normal value	2018	2.43689500725789					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	A	Normal value	2018	7.05272256268613					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	A	Normal value	2015	0.0					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	A	Normal value	2019	27.2979219539059					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	A	Normal value	2018	5.06882209661572					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	A	Normal value	2018	0.0990295277046489					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	A	Normal value	2018	1.03770159324363					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	A	Normal value	2018	-19.3142526234361					IMF		_X	Data nature not available	PT	Percentage	G	Global			
FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	A	Normal value	2018	434.529884742725					IMF		_X	Data nature not available	PT	Percentage	G	Global			
