series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	location_code	location_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	All areas	2016	23.4					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	_T	All areas	2015	32.1					World Development Indicators database, World Bank	Source: Ministry of Planning and Finance and World Bank. An analysis of Poverty in Myanmar. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	_T	All areas	2014	64.9					World Development Indicators database, World Bank	Source: ECVMB 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	R	Rural	2014	68.8					World Development Indicators database, World Bank	Source: ECVMB 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	U	Urban	2014	27.6					World Development Indicators database, World Bank	Source: ECVMB 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	R	Rural	2015	8.7					World Development Indicators database, World Bank	Source: Social conditions and living standards of the population in the Republic of Belarus. National Statistical Committee of the Republic of Belarus. The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	All areas	2017	5.9					World Development Indicators database, World Bank	Source: Social conditions and living standards of the population in the Republic of Belarus. National Statistical Committee of the Republic of Belarus. The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	U	Urban	2015	3.7					World Development Indicators database, World Bank	Source: Social conditions and living standards of the population in the Republic of Belarus. National Statistical Committee of the Republic of Belarus. The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	All areas	2012	17.7					World Development Indicators database, World Bank	Source: WB estimates The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	R	Rural	2012	20.8					World Development Indicators database, World Bank	Source: WB estimates The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	U	Urban	2012	6.4					World Development Indicators database, World Bank	Source: WB estimates The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	U	Urban	2011	5.8					World Development Indicators database, World Bank	Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	_T	All areas	2011	5.5					World Development Indicators database, World Bank	Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	R	Rural	2011	4.8					World Development Indicators database, World Bank	Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	U	Urban	2014	8.9					World Development Indicators database, World Bank	Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	R	Rural	2014	56.8					World Development Indicators database, World Bank	Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	All areas	2014	37.5					World Development Indicators database, World Bank	Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	_T	All areas	2015	35.0					World Development Indicators database, World Bank	Source: Instituto Nacional de Estatistica Cabo Verde: Inquerito as Despesas e Receitas Familiares â IDRF 2015. Poverty line is absolute. Government estimate.	CA	Country adjusted data	PT	Percentage	G	Global			
