series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	1	World	1			Region						Y0T4	under 5 years old	2019	21.3		22.8	19.7		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y0T4	under 5 years old	2014	7.0					National Survey of Nutrition Factor for Health Risk among the Population in Bulgaria	Age interval 1-5; unadjusted;	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y0T4	under 5 years old	2016	29.37111					Myanmar Demographic and Health Survey 2015-16: Final Report. 2016 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y0T4	under 5 years old	2019	54.2					Enquete Nationale sur la Situation Nutritionnelle et la Securite Alimentaire au Burundi (ENSNSAB), Decembre 2018	overweight using BMI-for-age z-scores	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y0T4	under 5 years old	2005	4.45754					Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y0T4	under 5 years old	2014	32.44908					Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF International (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y0T4	under 5 years old	2012	11.6896					RĂŠpublique AlgĂŠrienne DĂŠmocratiqe et Populaire enquĂŞte par grappes Ă  indicateurs mulitples (MICS) 2012-2013. Rapport final. MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, 2015 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y0T4	under 5 years old	2018	28.9					EnquĂŞte DĂŠmographique et de SantĂŠ du Cameroun 2018. Indicateurs ClĂŠs. YaoundĂŠ, Cameroun, et Rockville, Maryland, USA : INS et ICF	8 regions including YoundĂŠ and Douala cities	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y0T4	under 5 years old	2018	40.8					Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine, 2018	6-59 months (wasting, severe wasting)	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	143	Central Asia	3	142	Asia	Region						Y0T4	under 5 years old	2019	9.9		12.3	7.9		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	2016	17.3					 Sri Lanka 2016 Demographic and Health Survey (SLDHS)	(pending reanalysis)	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	145	Western Asia	3	142	Asia	Region						Y0T4	under 5 years old	2019	12.7		24.0	6.2		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	2015	39.76578					EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	15	Northern Africa	3	2	Africa	Region						Y0T4	under 5 years old	2019	17.6		25.7	11.6		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	2014	1.8					National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).	0-71 months	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	2013	8.1					China Nutrition and Health Surveillance (CNHS) 2013		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	2016	12.74441					Colombia National Survey of the Nutritional Situation 2015		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	2012	31.13124					EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples aux Comores 2012. Demographic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
