series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	F	Female	2019	13.3					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE15	15 years old and over	M	Male	2019	6.9					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE25	25 years old and over	M	Male	2019	6.1					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	_T	Both sexes	2019	12.8					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE15	15 years old and over	_T	Both sexes	2019	7.1					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE25	25 years old and over	_T	Both sexes	2019	6.3					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE15	15 years old and over	F	Female	2019	7.5					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y_GE25	25 years old and over	F	Female	2019	6.6					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	M	Male	2019	12.5					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y_GE25	25 years old and over	M	Male	2015	5.1					ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
