series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	typeOfSkill_code	typeOfSkill_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.581355101352393					PISA 2000		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.552931208055793					PISA 2000		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.919905125284426					PIRLS 2001		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2001				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.487362068014401					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.931004380291963					PIRLS 2006		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.500917297423618					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.649659099593235					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.653233046621945					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	1.04318580845463					PIRLS 2011		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.542922068682551					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.536041244402029					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.776705983941155					TIMSS 2015		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.924027510987123					PIRLS 2016		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.253959559437875					PISA 2018		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	0.373367499317234					PISA 2018		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	112	Belarus	0.640348012337901					PISA 2018		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	112	Belarus	0.703710125388421					PISA 2018		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	116	Cambodia	0.305004350175038					PISA D 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	116	Cambodia	0.275496204232357					PISA D 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2015				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
