series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	68.435602312422					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2015				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	73.3843881193238					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2015				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	64.5656541618015					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2015				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	69.0166879851271					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	64.9918903958933					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	73.2874887272629					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	65.5208142580785					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	70.5158079060864					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	75.0782374798893					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	75.960674968982					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	71.060232877231					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	65.1671407677504					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				1			Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	64.62632					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	58.7704					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	51.55271					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	60.64473					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	56.40647					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	70.671					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	20.26742					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	21.91781					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	11.83705					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	11.94725					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	20.73142					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	21.91781					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	20.52186					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	21.91781					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	116	Cambodia	48.8444					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	89.32039					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	77.56098					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	94.9857449923299					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				3	142	Asia	Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	93.7402634511544					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				3	142	Asia	Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	93.7385686333273					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				3	142	Asia	Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	95.0146633388288					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				3	142	Asia	Region					
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	83.06816					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	86.59289					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	85.22311					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	87.12654					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
