series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	location_code	location_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	1	World	39.5992546081543					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				1			Region					
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	1	World	38.4930686950684					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	_T	All areas	G	Global	2016				1			Region					
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	100	Bulgaria	18.8164234161377					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	_T	All areas	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	100	Bulgaria	20.7952861785889					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	104	Myanmar	34.6078414916992					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	104	Myanmar	34.6913681030273					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	_T	All areas	G	Global	2016				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	108	Burundi	35.6106376647949					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	_T	All areas	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	108	Burundi	35.6410446166992					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	112	Belarus	19.3452281951904					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	112	Belarus	18.0557403564453					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	_T	All areas	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	116	Cambodia	24.9305763244629					http://apps.who.int/gho/data/node.sdg.11-6		E	Estimated data	GPERM3	Micrograms per cubic meter	U	Urban	G	Global	2016				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
