series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2008.0	2.12483	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2008.0	0.32234	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2009.0	2.34833	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2009.0	0.03324	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2010.0	0.22409	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2010.0	2.73887	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2011.0	2.49409	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2011.0	0.76794	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2013.0	0.56627	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propósitos Múltiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	340	Honduras	2013.0	2.71743	Float					Instituto Nacional de Estadistica	['Encuesta Permanente de Hogares de Propósitos Múltiples']	CA	PERCENT	G	_T
