series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Migratory status	Reporting Type
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2000.0	4.41	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2001.0	4.2	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2002.0	3.8	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2002.0	11	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2003.0	4	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2003.0	22	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2003.0	3.7	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2004.0	5	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2004.0	24	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2004.0	3.5	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2005.0	2	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2005.0	2.65	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2005.0	22	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	250	France	2006.0	3.02	Float					ADM-IR - Records of the CNAM - employees	"[""Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
