series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of occupation	Reporting Type
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2000.0	4.296	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	DENT	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2000.0	7.144	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHAR	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2000.0	31.158	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHYS	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2000.0	35.167	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	NURS	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2001.0	38.311	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	NURS	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2001.0	31.002	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHYS	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2001.0	7.753	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHAR	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2001.0	4.479	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	DENT	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2002.0	4.602	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	DENT	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2002.0	7.737	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHAR	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2002.0	30.932	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	PHYS	G
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	724	Spain	2002.0	40.275	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PER_10000_POP	NURS	G
