series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	15.67	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	19.35	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	16.03	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	19.42	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	17.37	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	15.7	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	17.36	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	16.63	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2017.0	17.23	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	15.11	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	14.27	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	15.13	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	13.53	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	15.76	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	13.49	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	17.05	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	12.78	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	646	Rwanda	2018.0	17.15	Float					LFS - Labour force survey	['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	PWD	G
