series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2006.0	6.77428	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2006.0	11.66575	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2007.0	54.58851	Float					Instituto Nacional de Estadistica -Ministerio de Planificacion para el Desarrollo	['Encuesta de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2007.0	72.61353	Float					Instituto Nacional de Estadistica -Ministerio de Planificacion para el Desarrollo	['Encuesta de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2008.0	84.8821	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2008.0	71.42289	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2009.0	77.94026	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2009.0	90.20686	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2011.0	88.29725	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2011.0	74.73251	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2012.0	75.18254	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2012.0	88.18477	Float					Instituto Nacional de Estadistica - Ministerio de Planificacion del Desarrollo - Bolivia	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2014.0	89.66719	Float					World Development Indicators database, World Bank	['Encuesta de Hogares ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	68	Bolivia (Plurinational State of)	2014.0	76.88045	Float					World Development Indicators database, World Bank	['Encuesta de Hogares ']	CA	PERCENT	G	_T
