series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	2.49542	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	11.6975	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	45-54	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	2.3425	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	25-44	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	10.19208	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	25-44	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	2.89458	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	45-54	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	11.755	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	55-64	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	3.87125	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	55-64	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	7.67542	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	65+	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	3.095	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	65+	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	600	Paraguay	2016.0	8.11083	Float					Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016	['']	C	PERCENT	65+	ALLAREA	FEMALE	G
