series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Reporting Type
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2000.0	20.74863	Float					Jamaica survey of living conditions data set 2000. The Planning Institute and the Statistical Institute of Jamaica, 2001 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2001.0	18.79294	Float					Jamaica survey of living conditions data set 2001. The Planning Institute and the Statistical Institute of Jamaica, 2002 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2002.0	22.93159	Float					Jamaica survey of living conditions data set 2002. The Planning Institute and the Statistical Institute of Jamaica, 2003 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2004.0	12.84189	Float					Jamaica survey of living conditions data set 2004. The Planning Institute and the Statistical Institute of Jamaica, 2005 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2006.0	18.57683	Float					Jamaica survey of living conditions data set 2006. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2007.0	13.05792	Float					Jamaica survey of living conditions data set 2007. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2008.0	16.34196	Float					Jamaica survey of living conditions data set 2008. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2010.0	13.72362	Float					Jamaica survey of living conditions data set 2010. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2012.0	15.86109	Float					Jamaica survey of living conditions data set 2012. The Planning Institute and the Statistical Institute of Jamaica, 2015(and additional analysis).	['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	388	Jamaica	2014.0	14.10986	Float					Jamaica survey of living conditions data set 2014. The Planning Institute and the Statistical Institute of Jamaica, 2017 (and additional analysis)	['']	CA	NUM_TH	<5Y	G
