series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	54.7	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	55.6	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2005.0	52.8	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	57.5	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	59.3	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2006.0	54.1	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	62.2	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	59.6	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2007.0	54.7	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2008.0	66.3	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP) | Break in series: Methodology revised']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2008.0	68.9	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP) | Break in series: Methodology revised']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2008.0	70.1	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP) | Break in series: Methodology revised']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2009.0	71.1	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2009.0	72.7	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	214	Dominican Republic	2009.0	68.1	Float					LFS - National Labour Force Survey	['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)']	C	CUR_LCU	FEMALE	isco08	G
