series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.48	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.76	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.49	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.64	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.63	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.06	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.03	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	3.06	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2007.0	2.47	Float					HS - Household survey of Cameroon	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	6.69	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	4.32	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.17	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	8.62	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.33	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	3.41	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	5.14	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	3.49	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	2014.0	4.2	Float					HS - Household survey of Cameroon	['Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old']	C	PERCENT	BOTHSEX	PWD	G
