series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2007.0	29.17818	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2007.0	52.13212	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2008.0	54.6366	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2008.0	32.14728	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2009.0	42.47755	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2009.0	67.10003	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2010.0	57.52527	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2010.0	77.76803	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2011.0	74.9017	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2011.0	53.97949	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2012.0	56.18152	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2012.0	76.88732	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2014.0	71.42853	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propósitos Múltiples']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	2014.0	53.14035	Float					Dirección General de Estadística y Censos - Ministerio de Economía	['Encuesta de Hogares de Propósitos Múltiples']	CA	PERCENT	G	_T
