series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2006.0	1.61648	Float					Instituto Nacional de Estadistica y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2006.0	1.31861	Float					Instituto Nacional de Estadistica y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2010.0	1.38384	Float					Instituto Nacional de Estadistica y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2010.0	1.33174	Float					Instituto Nacional de Estadistica y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2011.0	1.40268	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2011.0	1.19449	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2012.0	0.97062	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2012.0	1.20645	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2013.0	0.49267	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	2013.0	0.27348	Float					Instituto Nacional de Estadisticas y Censos	['Encuesta Permanente de Hogares Continua']	CA	PERCENT	G	Q1
