series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2008.0	43.54482	Float					Instituto Nacional de Estadistica e Informatica (INEI)	['Encuesta Nacional de Hogares- Condiciones de Vida y Pobreza']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2008.0	78.0248	Float					Instituto Nacional de Estadistica e Informatica (INEI)	['Encuesta Nacional de Hogares- Condiciones de Vida y Pobreza']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2009.0	84.58579	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares- Condiciones de Vida y Pobreza']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2009.0	56.96582	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares- Condiciones de Vida y Pobreza']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2010.0	60.76289	Float					Instituto Nacional de Estadistica e Informatica	['Encuesta Nacional de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2010.0	85.76811	Float					Instituto Nacional de Estadistica e Informatica	['Encuesta Nacional de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2011.0	85.8171	Float					Instituto Nacional de Estadistica e Informatica - Republica del Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2011.0	58.36239	Float					Instituto Nacional de Estadistica e Informatica - Republica del Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2012.0	90.02258	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2012.0	86.64397	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2013.0	85.74836	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2013.0	54.33508	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2014.0	56.09762	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	604	Peru	2014.0	88.0155	Float					Instituto Nacional de Estadistica e Informatica - Presidencia del Consejo de Ministros - Peru	['Encuesta Nacional de Hogares']	CA	PERCENT	G	Q1
