series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2008.0	34.10233	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2008.0	22.44042	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2009.0	19.59614	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2009.0	28.14877	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2010.0	23.21633	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2010.0	32.78167	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2011.0	20.22949	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2011.0	27.45092	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2012.0	25.04328	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2012.0	36.91831	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2013.0	34.41062	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2013.0	24.6327	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2014.0	28.39567	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	51	Armenia	2014.0	40.12105	Float					National Statistical Service of the Republic of Armenia	['Integrated Living Conditions Survey ']	CA	PERCENT	G	Q1
