series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2010.0	40.3	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	PHYS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2010.0	59.7	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	PHYS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2010.0	16.1	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2010.0	83.9	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2014.0	14.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2014.0	85.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2017.0	86.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2017.0	13.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	NURS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2017.0	57.2	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	PHYS	G
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	76	Brazil	2017.0	42.8	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	PHYS	G
